,cmp_name,cmp_budget,cmp_spent,user,cmp_remaining_budget
66,20250312_20260902_45-50_USD,469425,254452,"{'username': 'erikareilly', 'name': 'Michelle Washington', 'email': 'judith12@example.net', 'address': '05254 Aaron Forest\nJennifermouth, CA 29286', 'age': 50}",214973
67,20251126_20251223_30-50_USD,517334,515604,"{'username': 'erikareilly', 'name': 'Michelle Washington', 'email': 'judith12@example.net', 'address': '05254 Aaron Forest\nJennifermouth, CA 29286', 'age': 50}",1730
68,20250908_20260408_45-65_USD,688036,425239,"{'username': 'kevin85', 'name': 'Robert Jones', 'email': 'paul36@example.com', 'address': '069 David Burgs\nDavidbury, NJ 97440', 'age': 50}",262797
69,20250927_20261022_40-50_GBP,300353,235254,"{'username': 'kevin85', 'name': 'Robert Jones', 'email': 'paul36@example.com', 'address': '069 David Burgs\nDavidbury, NJ 97440', 'age': 50}",65099
70,20250108_20260910_35-50_EUR,933076,431425,"{'username': 'kevin85', 'name': 'Robert Jones', 'email': 'paul36@example.com', 'address': '069 David Burgs\nDavidbury, NJ 97440', 'age': 50}",501651
71,20260217_20260507_45-60_USD,5799,4171,"{'username': 'kevin85', 'name': 'Robert Jones', 'email': 'paul36@example.com', 'address': '069 David Burgs\nDavidbury, NJ 97440', 'age': 50}",1628
72,20250726_20270608_45-50_USD,868520,424863,"{'username': 'kevin85', 'name': 'Robert Jones', 'email': 'paul36@example.com', 'address': '069 David Burgs\nDavidbury, NJ 97440', 'age': 50}",443657
73,20250918_20270527_45-60_GBP,952972,880649,"{'username': 'meganlevy', 'name': 'David Johnson', 'email': 'jerry68@example.com', 'address': 'Unit 6688 Box 1475\nDPO AP 62274', 'age': 55}",72323
74,20250216_20251123_45-55_GBP,843306,92955,"{'username': 'meganlevy', 'name': 'David Johnson', 'email': 'jerry68@example.com', 'address': 'Unit 6688 Box 1475\nDPO AP 62274', 'age': 55}",750351
75,20251118_20270607_40-60_EUR,741933,207104,"{'username': 'meganlevy', 'name': 'David Johnson', 'email': 'jerry68@example.com', 'address': 'Unit 6688 Box 1475\nDPO AP 62274', 'age': 55}",534829
76,20251020_20260821_45-60_GBP,54765,10644,"{'username': 'meganlevy', 'name': 'David Johnson', 'email': 'jerry68@example.com', 'address': 'Unit 6688 Box 1475\nDPO AP 62274', 'age': 55}",44121
77,20260222_20261101_45-65_GBP,406114,195802,"{'username': 'michael15', 'name': 'Kurt Robbins', 'email': 'eric11@example.org', 'address': '47877 Joanne Glens Suite 194\nNew Claudiafurt, MI 65005', 'age': 65}",210312
78,20260423_20270924_35-55_EUR,256827,108330,"{'username': 'jamespaul', 'name': 'Laura Johnson', 'email': 'fmiller@example.net', 'address': '415 Trevor Rapid Suite 993\nSouth Pattytown, UT 84264', 'age': 39}",148497
79,20260519_20280416_35-40_EUR,512150,34800,"{'username': 'jamespaul', 'name': 'Laura Johnson', 'email': 'fmiller@example.net', 'address': '415 Trevor Rapid Suite 993\nSouth Pattytown, UT 84264', 'age': 39}",477350
80,20250621_20260426_20-35_GBP,357126,57796,"{'username': 'alyssa38', 'name': 'Kenneth Johnson', 'email': 'jacobhughes@example.org', 'address': '613 Melanie Shore\nEast Teresafurt, NJ 96545', 'age': 23}",299330
81,20250729_20251213_20-35_USD,812339,60567,"{'username': 'alyssa38', 'name': 'Kenneth Johnson', 'email': 'jacobhughes@example.org', 'address': '613 Melanie Shore\nEast Teresafurt, NJ 96545', 'age': 23}",751772
82,20260712_20270520_20-30_EUR,995347,686873,"{'username': 'alyssa38', 'name': 'Kenneth Johnson', 'email': 'jacobhughes@example.org', 'address': '613 Melanie Shore\nEast Teresafurt, NJ 96545', 'age': 23}",308474
83,20251230_20270514_20-35_USD,227232,76622,"{'username': 'alyssa38', 'name': 'Kenneth Johnson', 'email': 'jacobhughes@example.org', 'address': '613 Melanie Shore\nEast Teresafurt, NJ 96545', 'age': 23}",150610
84,20260419_20280217_35-40_EUR,42443,11812,"{'username': 'kathleen60', 'name': 'Raymond Chase', 'email': 'hpatterson@example.com', 'address': '599 Cuevas Vista Apt. 778\nLake Raymondfort, NC 48767', 'age': 36}",30631
85,20251110_20270714_30-40_EUR,944710,107744,"{'username': 'kathleen60', 'name': 'Raymond Chase', 'email': 'hpatterson@example.com', 'address': '599 Cuevas Vista Apt. 778\nLake Raymondfort, NC 48767', 'age': 36}",836966
86,20260119_20260912_25-45_GBP,934262,196093,"{'username': 'kathleen60', 'name': 'Raymond Chase', 'email': 'hpatterson@example.com', 'address': '599 Cuevas Vista Apt. 778\nLake Raymondfort, NC 48767', 'age': 36}",738169
87,20260304_20260820_25-45_USD,860847,624180,"{'username': 'kathleen60', 'name': 'Raymond Chase', 'email': 'hpatterson@example.com', 'address': '599 Cuevas Vista Apt. 778\nLake Raymondfort, NC 48767', 'age': 36}",236667
88,20260606_20280306_25-35_GBP,871202,666160,"{'username': 'gewing', 'name': 'Michael Howard', 'email': 'gsims@example.net', 'address': '1029 Martin Valley\nPopechester, FL 97809', 'age': 29}",205042
89,20260910_20280205_25-45_USD,532189,238169,"{'username': 'gewing', 'name': 'Michael Howard', 'email': 'gsims@example.net', 'address': '1029 Martin Valley\nPopechester, FL 97809', 'age': 29}",294020
90,20251115_20270207_20-35_USD,787209,36615,"{'username': 'gewing', 'name': 'Michael Howard', 'email': 'gsims@example.net', 'address': '1029 Martin Valley\nPopechester, FL 97809', 'age': 29}",750594
91,20260504_20280126_25-45_GBP,569765,336633,"{'username': 'gewing', 'name': 'Michael Howard', 'email': 'gsims@example.net', 'address': '1029 Martin Valley\nPopechester, FL 97809', 'age': 29}",233132
92,20261119_20280123_20-30_GBP,803262,773216,"{'username': 'edwardssamantha', 'name': 'Jennifer Kemp', 'email': 'alexanderwatkins@example.org', 'address': 'PSC 5300, Box 1993\nAPO AE 80832', 'age': 25}",30046
93,20260504_20270703_20-40_EUR,111314,53090,"{'username': 'edwardssamantha', 'name': 'Jennifer Kemp', 'email': 'alexanderwatkins@example.org', 'address': 'PSC 5300, Box 1993\nAPO AE 80832', 'age': 25}",58224
94,20250626_20260603_30-50_GBP,436071,350472,"{'username': 'aallen', 'name': 'Joyce Hopkins', 'email': 'coreybeltran@example.net', 'address': '843 Theresa Route\nNorth Jessica, SD 20646', 'age': 48}",85599
95,20260629_20270107_30-50_EUR,996019,232765,"{'username': 'aallen', 'name': 'Joyce Hopkins', 'email': 'coreybeltran@example.net', 'address': '843 Theresa Route\nNorth Jessica, SD 20646', 'age': 48}",763254
96,20241123_20250506_35-55_USD,911767,741373,"{'username': 'aallen', 'name': 'Joyce Hopkins', 'email': 'coreybeltran@example.net', 'address': '843 Theresa Route\nNorth Jessica, SD 20646', 'age': 48}",170394
97,20250806_20260906_40-50_GBP,951857,812228,"{'username': 'aallen', 'name': 'Joyce Hopkins', 'email': 'coreybeltran@example.net', 'address': '843 Theresa Route\nNorth Jessica, SD 20646', 'age': 48}",139629
98,20260816_20270124_35-45_GBP,25049,21120,"{'username': 'huntersarah', 'name': 'Stephanie Robinson', 'email': 'barbara20@example.com', 'address': '04717 King Island\nTimothyton, DE 33328', 'age': 35}",3929
99,20251220_20261227_25-45_USD,308067,244486,"{'username': 'huntersarah', 'name': 'Stephanie Robinson', 'email': 'barbara20@example.com', 'address': '04717 King Island\nTimothyton, DE 33328', 'age': 35}",63581
100,20250523_20260520_30-50_GBP,222604,43238,"{'username': 'huntersarah', 'name': 'Stephanie Robinson', 'email': 'barbara20@example.com', 'address': '04717 King Island\nTimothyton, DE 33328', 'age': 35}",179366
101,20260806_20270521_30-50_GBP,21609,6051,"{'username': 'huntersarah', 'name': 'Stephanie Robinson', 'email': 'barbara20@example.com', 'address': '04717 King Island\nTimothyton, DE 33328', 'age': 35}",15558
102,20250801_20260531_25-45_GBP,808020,128454,"{'username': 'david87', 'name': 'Austin Steele', 'email': 'thomascandace@example.net', 'address': '31115 Fleming Fords Apt. 723\nAlvarezbury, PW 72649', 'age': 39}",679566
103,20251207_20270205_35-40_GBP,64066,20104,"{'username': 'david87', 'name': 'Austin Steele', 'email': 'thomascandace@example.net', 'address': '31115 Fleming Fords Apt. 723\nAlvarezbury, PW 72649', 'age': 39}",43962
104,20260914_20280429_25-40_USD,296725,145507,"{'username': 'david87', 'name': 'Austin Steele', 'email': 'thomascandace@example.net', 'address': '31115 Fleming Fords Apt. 723\nAlvarezbury, PW 72649', 'age': 39}",151218
105,20260101_20260228_40-60_GBP,315190,18700,"{'username': 'tacevedo', 'name': 'Robin Arnold', 'email': 'smendoza@example.com', 'address': '52195 Alyssa Mount Apt. 276\nFloydfort, NH 52087', 'age': 53}",296490
106,20250611_20251227_45-65_GBP,978752,108524,"{'username': 'tacevedo', 'name': 'Robin Arnold', 'email': 'smendoza@example.com', 'address': '52195 Alyssa Mount Apt. 276\nFloydfort, NH 52087', 'age': 53}",870228
107,20260415_20270602_45-60_GBP,231620,57098,"{'username': 'tacevedo', 'name': 'Robin Arnold', 'email': 'smendoza@example.com', 'address': '52195 Alyssa Mount Apt. 276\nFloydfort, NH 52087', 'age': 53}",174522
108,20250116_20250722_40-55_USD,952289,262127,"{'username': 'tacevedo', 'name': 'Robin Arnold', 'email': 'smendoza@example.com', 'address': '52195 Alyssa Mount Apt. 276\nFloydfort, NH 52087', 'age': 53}",690162
109,20250118_20270104_20-35_USD,741580,150591,"{'username': 'fbaker', 'name': 'Miguel Wise', 'email': 'elijahsilva@example.org', 'address': '5500 John Key Apt. 746\nPort Shellystad, VT 84514', 'age': 20}",590989
110,20261004_20280725_20-40_USD,329886,159381,"{'username': 'mdennis', 'name': 'Nicole Campos', 'email': 'wpennington@example.net', 'address': '605 Edward Ramp\nPadillaborough, PW 60814', 'age': 23}",170505
111,20260730_20271118_35-50_EUR,184605,19073,"{'username': 'crystal96', 'name': 'Gregory Campbell', 'email': 'dwarner@example.org', 'address': '995 Weber Way\nShawnchester, IA 21744', 'age': 43}",165532
112,20250821_20260201_30-45_USD,622837,505398,"{'username': 'crystal96', 'name': 'Gregory Campbell', 'email': 'dwarner@example.org', 'address': '995 Weber Way\nShawnchester, IA 21744', 'age': 43}",117439
113,20250112_20260705_25-45_USD,764361,631374,"{'username': 'crystal96', 'name': 'Gregory Campbell', 'email': 'dwarner@example.org', 'address': '995 Weber Way\nShawnchester, IA 21744', 'age': 43}",132987
114,20260911_20280411_30-50_USD,751257,194569,"{'username': 'crystal96', 'name': 'Gregory Campbell', 'email': 'dwarner@example.org', 'address': '995 Weber Way\nShawnchester, IA 21744', 'age': 43}",556688
115,20250707_20270516_20-35_GBP,173995,8570,"{'username': 'tuckeryesenia', 'name': 'Clarence Moore', 'email': 'charles49@example.net', 'address': '609 Valdez Mount Apt. 285\nSouth Petershire, CT 96987', 'age': 27}",165425
116,20250113_20260112_25-45_GBP,667532,134451,"{'username': 'tuckeryesenia', 'name': 'Clarence Moore', 'email': 'charles49@example.net', 'address': '609 Valdez Mount Apt. 285\nSouth Petershire, CT 96987', 'age': 27}",533081
117,20251230_20270226_25-35_USD,170046,126773,"{'username': 'tuckeryesenia', 'name': 'Clarence Moore', 'email': 'charles49@example.net', 'address': '609 Valdez Mount Apt. 285\nSouth Petershire, CT 96987', 'age': 27}",43273
118,20241212_20251024_25-35_EUR,498666,264448,"{'username': 'ybarnes', 'name': 'Melanie Gamble', 'email': 'kimberly45@example.org', 'address': '96405 Leonard Walks\nCourtneystad, WV 37970', 'age': 34}",234218
119,20260426_20270919_20-35_GBP,380153,67455,"{'username': 'ybarnes', 'name': 'Melanie Gamble', 'email': 'kimberly45@example.org', 'address': '96405 Leonard Walks\nCourtneystad, WV 37970', 'age': 34}",312698
120,20260621_20261025_25-40_EUR,363950,239294,"{'username': 'ybarnes', 'name': 'Melanie Gamble', 'email': 'kimberly45@example.org', 'address': '96405 Leonard Walks\nCourtneystad, WV 37970', 'age': 34}",124656
121,20260111_20260620_20-35_GBP,370654,338547,"{'username': 'juan41', 'name': 'Courtney Scott', 'email': 'victor57@example.org', 'address': '76577 Douglas Hills\nTiffanymouth, RI 84410', 'age': 24}",32107
122,20250816_20260701_20-25_USD,115941,77018,"{'username': 'juan41', 'name': 'Courtney Scott', 'email': 'victor57@example.org', 'address': '76577 Douglas Hills\nTiffanymouth, RI 84410', 'age': 24}",38923
123,20250709_20250728_20-25_GBP,560657,162979,"{'username': 'juan41', 'name': 'Courtney Scott', 'email': 'victor57@example.org', 'address': '76577 Douglas Hills\nTiffanymouth, RI 84410', 'age': 24}",397678
124,20260713_20270901_20-40_EUR,319207,51468,"{'username': 'jasonhunter', 'name': 'Brandy Smith', 'email': 'martinezwesley@example.com', 'address': '01991 Barbara Forest Apt. 212\nPort Brianmouth, LA 70986', 'age': 40}",267739
125,20250628_20261014_30-50_USD,471003,77290,"{'username': 'tbowman', 'name': 'Dr. Gabrielle Dunlap', 'email': 'timothy89@example.net', 'address': '475 Susan Path\nChapmanville, MP 95677', 'age': 48}",393713
126,20260115_20270303_35-55_EUR,419129,110293,"{'username': 'gouldstephen', 'name': 'Heidi Bell', 'email': 'jessica92@example.com', 'address': '762 Valentine Hill Apt. 868\nShaneberg, HI 17907', 'age': 51}",308836
